comments,cleaned_comments,score
"The customer service was top-notch, making the whole experience smooth and hassle-free.",the customer service was topnotch making the whole experience smooth and hasslefree,0
"I’m amazed by the Lava Blaze 5G, especially since it performs so well at such a low cost.",im amazed by the lava blaze 5g especially since it performs so well at such a low cost,1
I bought these for my go to summer shoes.,i bought these for my go to summer shoes,0
The bag is heavy-duty and has multiple ways to carry it.,the bag is heavyduty and has multiple ways to carry it,0
The price is outstanding for the level of quality and performance this product delivers – I would highly recommend it to anyone.,the price is outstanding for the level of quality and performance this product delivers i would highly recommend it to anyone,1
The product didn't live up to expectations and feels cheap.,the product didnt live up to expectations and feels cheap,0
It doesn’t even last long enough to justify the price,it doesnt even last long enough to justify the price,-1
This product is simply not worth the high cost,this product is simply not worth the high cost,-1
"Don’t waste your money on this. It’s not worth the high price. The quality is subpar, and the product is not reliable. I’ve had much better experiences with cheaper alternatives.",dont waste your money on this its not worth the high price the quality is subpar and the product is not reliable ive had much better experiences with cheaper alternatives,-1
The product is bad. It’s slow and freezes constantly.,the product is bad its slow and freezes constantly,0
The weight of the base is manageable but substantial. The containers in which food goes is easy to maneuver and wash.,the weight of the base is manageable but substantial the containers in which food goes is easy to maneuver and wash,0
